,CountryCode,Year,NCD_BMI_30A,NCD_DIABETES_PREVALENCE_CRUDE,NCD_GLUC_03,NCD_PAA,SI_POV_DAY1,WHS5_512,WHOSIS_000001,WSH_SANITATION_BASIC,PHE_HHAIR_PROP_POP_POLLUTING_FUELS
5682,PRI,2012.0,34.566015,23.876666,,37.793442,,,79.34782827,,0.0
5683,BEN,2022.0,11.165858,10.409871,,18.024012,,,,19.4935,94.1
5684,BRN,2000.0,13.619529,8.8748977,6.3,26.211006,,,75.50502993,72.71485,0.0
5685,MUS,1995.0,10.536331,13.486651,8.9,,,,,,13.9
5686,HTI,1991.0,3.423753,7.6903991,3.2,,,,,,98.3
5687,GAB,2007.0,13.236983,9.1184989,7.3,23.839743,,,60.67060002,40.89604,23.9
5688,GNQ,1993.0,6.5896541,7.0949763,2.9,,,,,,84.05
5689,BFA,1991.0,0.63998187,3.6049884,2.2,,,,,,98.7
5690,COK,1999.0,53.781623,24.473199,19.3,,,,,,21.4
5691,LKA,2005.0,3.5212923,10.980564,5.7,21.900791,,,73.48476487,80.78613,80.5
5692,CAN,2017.0,25.42713,8.6474545,,34.558525,,,81.70954318,98.92568,0.0
5693,NAM,2019.0,15.936892,8.4998906,,26.659914,,,63.49265302,34.96077,53.6
5694,CUB,2001.0,11.119871,9.4209604,7.5,34.022568,,,76.71378311,82.75443,33.0
5695,HRV,2016.0,25.843117,11.469451,,23.119371,,,78.28594377,96.10401,0.0
5696,KIR,1994.0,34.275863,14.471622,10.6,,,,,,99.7
5697,WSM,2004.0,49.752629,13.966262,16.6,32.908207,,,70.17537437,91.54255,78.9
5698,CHE,1998.0,10.332141,4.727637,5.0,,,,,,0.0
5699,PRT,2005.0,16.467865,7.9794355,7.8,44.443275,0.5,,77.99178078,98.17043,0.0
5700,NLD,2004.0,12.548502,6.3519359,5.6,17.775373,0.2,,79.09591855,97.94314,0.0
5701,ARE,2020.0,32.007849,19.538562,,64.645859,,,80.1312721,99.09601,0.0
5702,JAM,2004.0,20.225182,10.594431,8.3,29.844719,1.7,,73.7183442,83.27473,19.7
5703,LSO,2009.0,14.638819,5.0199278,5.7,10.072639,,,47.42048599,28.30788,70.2
5704,AZE,2006.0,18.386216,9.0185486,8.3,22.313503,,,67.63797731,74.74571,12.4
5705,MHL,2017.0,43.855244,28.010058,,27.047358,,,,82.28384,35.2
5706,BHR,1999.0,23.61673,10.566732,7.1,,,,,,0.0
5707,AUT,2006.0,13.476034,6.8395108,5.8,29.443443,0.0,,79.80520182,99.9929,0.0
5708,VNM,2004.0,0.40755779,3.9925311,4.0,17.894367,26.5,,72.15340395,57.53608,74.2
5709,COG,2022.0,8.5372791,11.258835,,15.971411,,,,,61.2
5710,SVN,2021.0,18.953723,15.063971,,18.858868,,,80.41495666,98.31116,0.0
5711,QAT,1998.0,24.333537,12.877019,9.8,,,,,,0.0
5712,COG,2006.0,6.5166011,8.5077405,4.6,20.03713,,,57.53120192,14.03254,87.7
5713,PER,2011.0,17.73762,6.8376064,6.4,29.02919,5.2,,78.64438915,71.88718,32.6
5714,SLV,1999.0,17.447957,6.6336609,6.8,,,,,,43.7
5715,BRB,2008.0,27.993354,20.766954,11.9,38.190414,,,75.50932099,92.85452,0.0
5716,WB_LMI,2007.0,6.7605048,11.149254,6.7,26.147991,,,65.31977487,,
5717,CRI,1993.0,12.963951,5.445772,4.6,,,,,,14.3
5718,NLD,1995.0,9.5537163,5.6739803,4.8,,,,,,0.0
5719,COD,2008.0,3.6852065,6.5925658,3.6,16.830694,,,56.32188866,20.27693,97.3
5720,IRQ,2016.0,36.971766,17.961182,,49.312031,,,71.1253103,93.63967,1.3
5721,GRL,1990.0,13.413742,3.3844478,,,,,,,
5722,SEAR,1996.0,1.591862,8.8214837,5.1,,,,,,84.68
5723,WPR,2008.0,3.939965,7.2046377,7.5,22.740822,,,74.68933231,74.45729,42.71
5724,JOR,1990.0,23.385198,8.8281043,7.6,,,,,,1.0
5725,NAM,2006.0,12.27898,7.0410199,4.5,34.273418,,,54.69956495,30.56328,62.1
5726,CYP,2019.0,22.431517,8.4305868,,41.104881,,,82.17744701,99.39582,0.0
5727,PYF,2009.0,41.716164,15.101504,,,,,,,
5728,PRT,1996.0,13.127752,6.4210393,6.7,,,,,,0.0
5729,UZB,2009.0,18.398453,8.1361115,6.9,15.46692,,,66.2800996,94.71318,14.6
5730,LUX,2012.0,18.215747,7.0772655,6.7,19.560333,0.0,,81.56608895,97.62759,0.0
5731,FIN,2003.0,17.240331,6.3431203,7.3,24.373535,0.0,,78.41020069,99.44817,0.0
5732,TTO,1992.0,15.883569,10.26101,4.5,,,,,,0.0
5733,TUN,2018.0,24.92065,14.993016,,31.28179,,,77.23195746,95.31563,0.1
5734,UGA,2000.0,1.9755702,3.2932881,1.9,11.800914,,,48.8900405,16.37949,99.2
5735,CMR,2002.0,7.7612579,4.4226009,3.7,23.543354,,,52.90318218,38.3674,88.2
5736,LSO,2006.0,13.36053,5.1723842,5.5,10.950775,,,42.3928282,21.81185,74.7
5737,CRI,1990.0,11.339052,4.8314806,4.2,,,,,,15.8
5738,LTU,2011.0,22.775547,10.960305,9.1,22.092585,0.7,,73.54804338,89.62512,0.0
5739,KWT,2004.0,38.054404,14.788061,12.2,60.474861,,,78.50276726,100.0,0.0
5740,YEM,2022.0,13.653721,13.590549,,29.189533,,,,54.84476,51.2
5741,DOM,1996.0,11.619194,5.069932,5.0,,,,,,23.8
5742,IRN,2005.0,17.200939,7.2855443,6.9,33.019127,0.4,,74.88504507,81.8685,4.9
5743,CHL,1996.0,17.579633,6.3096307,7.5,,,,,,0.0
5744,ARG,1997.0,16.472071,7.494016,8.2,,,,,,5.8
5745,NIU,1995.0,52.125829,20.930776,14.4,,,,,,41.0
5746,ARE,2019.0,32.001853,19.782431,,63.919903,,,81.41096307,99.09848,0.0
5747,KGZ,2007.0,16.772734,7.4048534,6.6,17.2999,9.9,,67.79056016,94.19954,33.6
5748,BOL,2001.0,13.546269,7.74571,5.1,22.262392,22.8,,66.7449711,36.01968,35.9
5749,GRL,1996.0,15.917301,4.5688417,,,,,,,
5750,BEN,1993.0,2.6039537,3.639479,3.0,,,,,,100.0
5751,MNG,2000.0,10.706735,5.9672467,5.6,7.6303082,,,63.19839599,44.17969,77.8
5752,GIN,2008.0,4.8552342,5.6533478,4.1,18.32184,,,57.53628959,15.87561,99.2
5753,WB_LI,2018.0,8.0186732,7.9514861,,16.914698,,,63.71209289,,
5754,SEAR,2008.0,3.609985,12.103064,6.9,26.961824,,,67.06696466,43.7342,70.15
5755,AND,1993.0,11.654942,5.5857606,8.2,,,,,,0.0
5756,JPN,2018.0,4.76216,10.169324,,41.541855,,,84.35134487,99.94947,0.0
5757,UZB,2002.0,13.097726,6.765759,5.3,9.7103004,58.2,,62.19230023,93.6957,16.1
5758,URY,2005.0,20.427397,11.671297,9.8,29.940302,,,75.64994667,93.61163,0.0
5759,ALB,2011.0,17.038259,8.8342369,7.9,21.368465,,,76.61868023,95.6985,31.4
5760,PSE,2019.0,36.713645,14.573534,,31.435919,,,75.83098235,98.15311,
5761,SUR,1996.0,13.404359,8.1530921,7.4,,,,,,32.0
5762,TUN,2005.0,18.816766,9.5462792,8.9,24.883541,3.3,,75.37276042,81.53565,2.6
5763,SUR,2016.0,25.159207,18.077368,,45.212807,,,73.09259708,87.16301,7.6
5764,AGO,2011.0,8.2899854,12.710598,5.1,19.218645,,,58.75334146,42.32667,55.1
5765,PRT,1993.0,12.281182,5.9928987,6.4,,,,,,0.0
5766,OMN,2002.0,19.475934,12.006036,6.9,32.578163,,,72.45728033,89.91163,0.0
5767,TLS,2001.0,0.55002538,3.1121353,3.7,17.648134,46.0,,63.41630684,,98.9
5768,PRT,2004.0,16.098727,7.7611603,7.7,43.954815,0.5,,78.12094465,98.04709,0.0
5769,CRI,2005.0,20.396499,10.225704,6.7,43.646454,3.1,,79.72199388,94.81155,9.2
5770,GMB,2021.0,14.257772,10.810394,,21.129618,,,64.21396887,47.53642,98.3
5771,AND,1990.0,11.120404,5.2391272,8.2,,,,,,0.0
5772,BEL,1996.0,13.471749,4.7376767,6.7,,,,,,0.0
5773,IDN,2012.0,5.9302207,6.4178087,6.6,16.60008,11.6,,69.79466506,66.26971,48.5
5774,SYR,2010.0,28.217763,14.027448,10.1,33.891369,,,73.76180647,91.10323,1.8
5775,MRT,2004.0,11.644959,5.6254141,5.4,57.595074,14.4,,65.40083987,22.97917,64.3
5776,CUB,2003.0,12.026456,10.135173,7.9,36.484745,,,77.44238196,83.12767,27.1
5777,SEN,2004.0,5.7660278,5.9614107,4.3,20.163671,,,61.57202557,40.9633,62.5
5778,UKR,2009.0,21.163391,7.9454988,8.5,11.150635,0.1,,69.49300841,96.07522,5.7
5779,BOL,2020.0,26.88413,14.69439,,22.341352,,,67.11714577,65.66706,12.5
5780,SVK,2003.0,16.43441,6.1457451,6.7,26.266479,,,73.78042489,99.66092,0.0
5781,NRU,2006.0,66.205972,23.499729,27.2,41.647903,,,,65.66138,0.0
5782,TCD,2019.0,5.8463652,8.1900172,,18.269413,,,59.37353739,12.29402,93.4
5783,GNB,2002.0,4.7637392,5.5101182,3.8,20.828394,53.9,,51.04081513,5.13883,98.8
5784,TUV,1993.0,48.98487,13.572735,12.3,,,,,,98.1
5785,MEX,2006.0,25.384825,15.769203,8.7,23.787754,3.4,,75.33649525,82.18955,15.1
5786,GRC,1990.0,14.903133,6.6972531,7.2,,,,,,0.0
5787,URY,2013.0,25.761399,13.871823,10.9,31.424126,0.2,,76.7019772,96.03108,0.0
5788,LUX,2013.0,18.202345,7.1022727,6.7,18.905031,0.1,,81.87819611,97.62176,0.0
5789,HUN,2013.0,25.782961,12.101187,9.8,24.155121,0.2,11.0,75.59159743,97.99991,0.0
5790,GRL,2000.0,17.9414,5.2090965,,,,,,,
5791,DNK,2004.0,11.600597,3.9434657,6.0,23.625937,0.2,,77.68985024,99.59724,0.0
5792,ECU,2015.0,22.107267,9.1880202,,21.889982,3.4,,77.15293465,85.88137,5.6
5793,FRA,1996.0,11.134759,5.7840921,6.5,,,,,,0.0
5794,NIC,2020.0,32.393011,11.997102,,38.003925,,,75.04233435,73.0211,43.2
5795,MKD,1996.0,15.604243,5.92013,6.6,,,,,,52.25
5796,VUT,1999.0,15.861881,6.5316252,8.1,,,,,,87.1
5797,NLD,1998.0,10.572892,5.8715578,5.1,,,,,,0.0
5798,YEM,1998.0,4.8432317,8.379101,4.6,,,,,,47.7
5799,AZE,2020.0,25.496423,12.960765,,23.595629,,,71.43112767,,1.6
5800,BTN,2008.0,5.6338109,10.854334,8.1,10.955461,,,70.90903814,59.48189,41.4
5801,SGP,2013.0,8.5029058,10.671107,9.1,23.275658,,,82.36588027,100.0,0.0
5802,HRV,2020.0,28.95216,13.150862,,26.583437,,,77.86469683,96.16159,0.0
5803,BDI,1991.0,0.93452446,4.3344989,1.3,,,,,,99.6
5804,SUR,2010.0,21.646167,15.211347,10.7,41.62352,,,72.79506364,83.1536,12.7
5805,URY,2020.0,31.547812,16.219956,,33.264458,,,77.79436073,98.05453,0.0
5806,BRN,2013.0,24.081427,12.664428,8.9,29.736454,,,76.81966837,88.53111,0.0
5807,ISL,2015.0,19.376221,5.730927,,27.671957,,,82.12605142,98.78312,0.0
5808,VCT,1998.0,17.342438,7.5998679,6.6,,,,,,4.0
5809,ECU,2019.0,24.994563,10.750338,,22.317492,,,77.75172721,90.00324,5.4
5810,PRY,2015.0,27.1074,10.435426,,31.42181,1.9,,75.16683709,87.55615,35.1
5811,LAO,2018.0,6.5002814,7.4596465,,15.637836,,,68.05389772,76.88628,92.6
5812,MDA,1994.0,18.752581,5.4251481,5.9,,,,,,53.6
5813,CAN,2000.0,20.187825,7.6131091,6.2,25.649986,0.2,,79.08864173,99.86668,0.0
5814,FIN,2011.0,19.163156,8.1485674,7.6,16.928831,0.0,,80.2843093,99.44804,0.0
5815,CAN,1998.0,19.003156,7.6890923,6.0,,,,,,0.0
5816,IDN,1994.0,1.8241761,4.0586475,4.1,,,,,,96.7
5817,LBY,2013.0,32.495764,20.658629,13.1,40.961235,,,74.21873286,91.79766,
5818,GAB,1993.0,6.6033162,7.6357484,5.6,,,,,,49.6
5819,CAF,2007.0,4.6523627,13.275956,4.6,18.282791,,,47.39415912,19.12489,99.5
5820,CHN,1992.0,1.4667944,4.4543147,4.3,,,,,,66.8
5821,TJK,2007.0,14.031886,8.0109604,5.5,28.185797,10.4,,68.67357175,92.3411,39.3
5822,BGR,2010.0,17.053254,10.291306,9.5,25.140888,2.0,,73.66597105,85.9314,
5823,ARM,2008.0,18.5978,9.9202178,10.6,23.989573,1.4,,72.48685716,90.08983,5.7
5824,CUB,1997.0,9.4270818,7.9339735,6.9,,,,,,49.3
5825,FIN,2017.0,20.302574,9.759403,,12.444702,,,81.32143707,99.44798,0.0
5826,SWE,1993.0,9.6004657,4.4717681,6.2,,,,,,0.0
5827,GTM,2011.0,19.331646,13.998862,7.1,21.17177,,,71.55408827,65.71631,63.0
5828,SVK,1996.0,13.996239,5.7757653,6.2,,,,,,0.0
5829,DOM,2020.0,27.843887,15.799154,,36.075191,,,73.56757121,87.70039,7.7
5830,GUY,2006.0,17.724146,13.124333,6.7,28.356833,,,65.30397068,81.35544,0.0
5831,LBY,2010.0,30.945957,17.96838,11.7,39.427261,,,74.11333,91.45321,
5832,LKA,2008.0,4.3638051,12.863104,6.3,24.294758,,,73.1378661,83.23732,79.5
5833,TGO,2006.0,5.220966,4.4277381,4.0,13.862363,55.6,,57.51444622,11.61955,98.5
5834,LAO,2020.0,7.2205789,8.4159754,,15.719954,,,68.74340275,79.13544,91.2
5835,KNA,2007.0,34.944257,13.847415,11.7,35.212711,,,,91.02926,0.0
5836,VCT,1993.0,14.304167,6.478031,5.6,,,,,,3.8
5837,MMR,2011.0,5.0703499,7.8952082,6.0,21.497053,,,65.22860154,69.31998,88.9
5838,VUT,1994.0,14.822625,5.4403681,7.1,,,,,,89.0
5839,PRY,2011.0,24.106807,9.2214376,6.4,28.988749,5.0,,74.93009617,83.26635,41.0
5840,SLB,2002.0,16.167389,6.0496695,7.8,34.412567,,,63.47177399,20.819,91.4
5841,WSM,1993.0,40.621346,9.6457362,10.1,,,,,,87.7
5842,MHL,2004.0,39.080966,26.973441,16.7,36.803436,,,,86.35523,78.5
5843,CHE,2015.0,11.809126,5.5498485,,21.447742,0.0,,82.58994495,99.89544,0.0
5844,ARM,2015.0,21.598479,11.19923,,25.107988,1.9,,74.27859114,92.9144,2.4
5845,NAM,1994.0,7.371863,5.745846,3.1,,,,,,69.3
5846,PSE,2022.0,37.560838,14.720653,,29.701462,,,,99.44161,
5847,TUV,2010.0,57.901436,16.139162,21.2,30.866999,3.3,,,82.94455,55.4
5848,FSM,2014.0,43.243462,29.206759,18.0,34.07679,,,65.26774587,82.27822,87.5
5849,AUS,2010.0,24.957116,6.9682576,7.1,26.243341,0.5,,81.91408232,99.99574,0.0
5850,AMR,2004.0,22.777785,9.0948001,7.3,29.937935,,,75.07444467,85.82566,10.87
5851,SRB,1994.0,13.216379,6.9558218,6.4,,,,,,49.3
5852,TON,2015.0,65.468103,20.979476,,30.584091,1.0,,72.46352791,93.45211,26.8
5853,GEO,2015.0,29.487804,11.541231,,20.836672,3.8,,72.85013916,87.00375,20.6
5854,DNK,1993.0,8.6111099,3.5992265,5.8,,,,,,0.0
5855,TGO,2005.0,4.8865508,4.3299187,3.9,13.81063,,,56.95869918,11.17731,98.9
5856,CAF,2012.0,5.8877803,14.264417,5.4,17.328238,,,49.82204247,17.11216,99.4
5857,CPV,2002.0,7.5064272,7.3989019,5.2,22.645483,,,72.18506527,41.53751,37.0
5858,LUX,1991.0,12.884009,5.2748304,6.2,,,,,,0.0
5859,NER,2017.0,4.7600351,5.1363152,,17.282616,,,60.22725166,13.81057,97.4
5860,CMR,1999.0,6.2887117,4.1183632,3.5,,,,,,90.8
5861,TJK,1999.0,10.149154,7.1664751,4.2,,,,,,66.95
5862,AND,1996.0,12.420604,6.4056806,8.3,,,,,,0.0
5863,AFR,2011.0,8.875761,6.7888446,4.8,19.233908,,,60.26246615,30.23237,84.43
5864,NLD,2009.0,13.549688,7.062529,5.9,15.222819,0.2,,80.54360994,97.82848,0.0
5865,VCT,2007.0,23.370531,10.5387,8.5,26.211351,,,73.25297188,77.9089,4.3
5866,THA,2013.0,10.432356,10.105984,9.4,22.734941,0.0,23.0,76.54383011,96.40752,23.3
5867,JOR,2008.0,34.695542,14.366341,11.1,27.397474,0.1,,75.81217115,98.1392,0.1
5868,WPR,2021.0,8.007361,12.345702,,27.247223,,,77.41814299,93.49182,15.34
5869,BEN,1991.0,2.2278266,3.6488529,2.9,,,,,,100.0
5870,MLI,2013.0,7.897108,4.9133737,4.9,32.647549,,,59.37937448,34.51719,99.1
5871,LKA,1999.0,2.2368718,8.5930966,4.6,,,,,,84.4
5872,JPN,2010.0,3.6568131,8.6484842,9.9,35.811695,,,83.08330199,99.97304,0.0
5873,AUT,2005.0,13.27133,6.7650542,5.7,30.069572,0.2,,79.32619587,99.9947,0.0
5874,BEL,1998.0,14.058261,4.858733,6.6,,,,,,0.0
5875,MAR,2003.0,12.595075,11.490616,7.9,21.936064,,,70.88040999,71.04632,7.6
5876,BGR,2008.0,16.419187,9.6189201,9.2,24.066608,1.2,,73.24591413,85.91056,
5877,GTM,2021.0,26.092288,15.858017,,35.286919,,,68.69573697,69.07803,55.2
5878,CIV,2018.0,9.9803537,8.0406293,,20.216505,,,62.90790762,33.9428,67.7
5879,KHM,1994.0,0.66672629,3.1287644,3.4,,,,,,99.0
5880,MHL,2002.0,38.379529,26.212195,15.8,38.576504,,,,86.02958,87.4
5881,GNQ,1997.0,8.0214128,7.778991,3.6,,,,,,82.4
5882,EST,1994.0,14.448297,5.1955231,7.7,,,,,,0.0
5883,KHM,2003.0,1.2001372,3.3177081,4.3,13.685083,,,61.89363505,17.09172,94.8
5884,WPR,2009.0,4.163988,7.4193753,7.7,23.027109,,,75.02841936,76.07592,40.9
5885,LBR,2011.0,9.8425008,10.170239,5.1,22.242962,,,60.73430361,16.45018,99.6
5886,DNK,2008.0,12.282629,3.9350521,6.0,20.73719,0.2,,78.63896492,99.59724,0.0
5887,MUS,2009.0,15.803735,21.548253,12.8,28.055651,,,73.10056755,93.8117,2.6
5888,EGY,2021.0,43.637627,24.838413,,33.64373,,,69.10821615,97.52465,0.1
5889,GRD,1991.0,12.00273,7.9465523,5.6,,,,,,14.2
5890,PNG,1993.0,12.401439,13.647234,5.8,,,,,,95.1
5891,VUT,2001.0,16.292064,7.2851337,8.6,15.426914,,,64.97955845,55.50012,86.5
